Dyad	Segment	BlockSequence	Director	Matcher	Set	Target	Matched	Alignment
D02SET1	11	A4	A	B	1	1_1_4	1_1_4	correct
D02SET1	12	A4	A	B	1	1_3_3	1_3_3	correct
D02SET1	13	B1	B	A	1	1_4_3	1_4_3	correct
D02SET1	14	B1	B	A	1	1_2_4	1_2_4	correct
D02SET1	15	B1	B	A	1	1_1_3	1_1_3	correct
D02SET1	16	B2	B	A	1	1_4_1	1_4_1	correct
D02SET1	17	B2	B	A	1	1_3_1	1_3_1	correct
D02SET1	18	B2	B	A	1	1_2_1	1_2_1	correct
D02SET1	19	B3	B	A	1	1_2_3	1_2_3	correct
D02SET1	20	B3	B	A	1	1_2_2	1_2_2	correct
D02SET1	21	B3	B	A	1	1_1_1	1_1_1	correct
D02SET1	22	B4	B	A	1	1_4_4	1_4_3	incorrect
D02SET1	23	B4	B	A	1	1_3_2	1_3_2	correct
D02SET1	24	B4	B	A	1	1_1_4	1_1_4	correct
D02SET1	25	C1	A	B	1	1_3_4	1_3_4	correct
D02SET1	26	C1	A	B	1	1_4_1	1_4_1	correct
D02SET1	27	C1	A	B	1	1_1_2	1_1_2	correct
D02SET1	28	C2	A	B	1	1_3_2	1_3_2	correct
D02SET1	29	C2	A	B	1	1_2_4	1_2_4	correct
D02SET1	30	C2	A	B	1	1_3_1	1_3_1	correct
D02SET1	31	C3	A	B	1	1_1_3	1_1_3	correct
D02SET1	32	C3	A	B	1	1_4_1	1_4_1	correct
D02SET1	33	C3	A	B	1	1_1_4	1_1_4	correct
D02SET1	34	C4	A	B	1	1_4_4	1_4_4	correct
D02SET1	35	C4	A	B	1	1_1_1	1_1_1	correct
D02SET1	36	C4	A	B	1	1_2_4	1_2_4	correct
D02SET1	37	D1	B	A	1	1_2_1	1_2_1	correct
D02SET1	38	D1	B	A	1	1_4_2	1_4_2	correct
D02SET1	39	D1	B	A	1	1_2_3	1_2_3	correct
D02SET1	40	D2	B	A	1	1_3_3	1_3_3	correct
D02SET1	41	D2	B	A	1	1_2_2	1_2_2	correct
D02SET1	42	D2	B	A	1	1_3_4	1_3_4	correct
D02SET1	43	D3	B	A	1	1_3_1	1_3_1	correct
D02SET1	44	D3	B	A	1	1_3_2	1_3_2	correct
D02SET1	45	D3	B	A	1	1_4_3	1_4_4	incorrect
D02SET1	46	D4	B	A	1	1_1_2	1_1_2	correct
D02SET1	47	D4	B	A	1	1_1_3	1_1_3	correct
D02SET1	48	D4	B	A	1	1_1_1	1_1_1	correct
D03SET1	1	A1	A	B	1	1_4_2	1_4_2	correct
D03SET1	2	A1	A	B	1	1_1_2	1_1_2	correct
D03SET1	3	A1	A	B	1	1_2_3	1_2_3	correct
D03SET1	4	A2	A	B	1	1_3_3	1_3_3	correct
D03SET1	5	A2	A	B	1	1_2_1	1_2_1	correct
D03SET1	6	A2	A	B	1	1_2_2	1_2_2	correct
D03SET1	7	A3	A	B	1	1_4_3	1_4_3	correct
D03SET1	8	A3	A	B	1	1_4_4	1_4_4	correct
D03SET1	9	A3	A	B	1	1_3_4	1_3_4	correct
D03SET1	10	A4	A	B	1	1_4_2	1_4_2	correct
D03SET1	11	A4	A	B	1	1_1_4	1_1_4	correct
D03SET1	12	A4	A	B	1	1_3_3	1_3_3	correct
D03SET1	13	B1	B	A	1	1_4_3	1_4_3	correct
D03SET1	14	B1	B	A	1	1_2_4	1_2_4	correct
D03SET1	15	B1	B	A	1	1_1_3	1_1_3	correct
D03SET1	16	B2	B	A	1	1_4_1	1_4_1	correct
D03SET1	17	B2	B	A	1	1_3_1	1_3_1	correct
D03SET1	18	B2	B	A	1	1_2_1	1_2_1	correct
D03SET1	19	B3	B	A	1	1_2_3	1_2_3	correct
D03SET1	20	B3	B	A	1	1_2_2	1_2_2	correct
D03SET1	21	B3	B	A	1	1_1_1	1_1_1	correct
D03SET1	22	B4	B	A	1	1_4_4	1_4_4	correct
D03SET1	23	B4	B	A	1	1_3_2	1_3_2	correct
D03SET1	24	B4	B	A	1	1_1_4	1_1_4	correct
D03SET1	25	C1	A	B	1	1_3_4	1_3_4	correct
D03SET1	26	C1	A	B	1	1_4_1	1_4_1	correct
D03SET1	27	C1	A	B	1	1_1_2	1_1_2	correct
D03SET1	28	C2	A	B	1	1_3_2	1_3_2	correct
D03SET1	29	C2	A	B	1	1_2_4	1_2_4	correct
D03SET1	30	C2	A	B	1	1_3_1	1_3_1	correct
D03SET1	31	C3	A	B	1	1_1_3	1_1_3	correct
D03SET1	32_1	C3	A	B	1	1_4_1	1_4_1	skip
D03SET1	32_2	C3	A	B	1	1_4_1	1_4_1	correct
D03SET1	33_1	C3	A	B	1	1_1_4	1_1_4	skip
D03SET1	33_2	C3	A	B	1	1_1_4	1_1_4	correct
D03SET1	34	C4	A	B	1	1_4_4	1_4_4	correct
D03SET1	35	C4	A	B	1	1_1_1	1_1_1	correct
D03SET1	36	C4	A	B	1	1_2_4	1_2_4	correct
D03SET1	37	D1	B	A	1	1_2_1	1_2_1	correct
D03SET1	38	D1	B	A	1	1_4_2	1_4_2	correct
D03SET1	39	D1	B	A	1	1_2_3	1_2_3	correct
D03SET1	40	D2	B	A	1	1_3_3	1_3_3	correct
D03SET1	41	D2	B	A	1	1_2_2	1_2_2	correct
D03SET1	42	D2	B	A	1	1_3_4	1_3_4	correct
D03SET1	43	D3	B	A	1	1_3_1	1_3_1	correct
D03SET1	44	D3	B	A	1	1_3_2	1_3_2	correct
D03SET1	45	D3	B	A	1	1_4_3	1_4_3	correct
D03SET1	46	D4	B	A	1	1_1_2	1_1_2	correct
D03SET1	47	D4	B	A	1	1_1_3	1_1_3	correct
D03SET1	48	D4	B	A	1	1_1_1	1_1_1	correct
D04SET1	1	A1	A	B	1	1_4_2	1_4_2	correct
D04SET1	2	A1	A	B	1	1_1_2	1_1_2	correct
D04SET1	3	A1	A	B	1	1_2_3	1_2_3	correct
D04SET1	4	A2	A	B	1	1_3_3	1_3_3	correct
D04SET1	5	A2	A	B	1	1_2_1	1_2_1	correct
D04SET1	6	A2	A	B	1	1_2_2	1_1_3	incorrect
D04SET1	7	A3	A	B	1	1_4_3	1_4_3	correct
D04SET1	8	A3	A	B	1	1_4_4	1_4_4	correct
D04SET1	9	A3	A	B	1	1_3_4	1_2_4	incorrect
D04SET1	10	A4	A	B	1	1_4_2	1_4_2	correct
D04SET1	11	A4	A	B	1	1_1_4	1_1_4	correct
D04SET1	12	A4	A	B	1	1_3_3	1_3_3	correct
D04SET1	13	B1	B	A	1	1_4_3	1_4_3	correct
D04SET1	14	B1	B	A	1	1_2_4	1_3_4	incorrect
D04SET1	15	B1	B	A	1	1_1_3	1_1_3	correct
D04SET1	16	B2	B	A	1	1_4_1	1_4_1	correct
D04SET1	17	B2	B	A	1	1_3_1	1_3_1	correct
D04SET1	18	B2	B	A	1	1_2_1	1_2_1	correct
D04SET1	19	B3	B	A	1	1_2_3	1_2_3	correct
D04SET1	20	B3	B	A	1	1_2_2	1_2_2	correct
D04SET1	21	B3	B	A	1	1_1_1	1_1_1	correct
D04SET1	22	B4	B	A	1	1_4_4	1_4_4	correct
D04SET1	23	B4	B	A	1	1_3_2	1_3_2	correct
D04SET1	24	B4	B	A	1	1_1_4	1_1_4	correct
D04SET1	25	C1	A	B	1	1_3_4	1_2_4	incorrect
D04SET1	26	C1	A	B	1	1_4_1	1_4_1	correct
D04SET1	27	C1	A	B	1	1_1_2	1_1_2	correct
D04SET1	28	C2	A	B	1	1_3_2	1_3_2	correct
D04SET1	29	C2	A	B	1	1_2_4	1_2_4	correct
D04SET1	30	C2	A	B	1	1_3_1	1_3_1	correct
D04SET1	31	C3	A	B	1	1_1_3	1_1_3	correct
D04SET1	32	C3	A	B	1	1_4_1	1_4_1	correct
D04SET1	33	C3	A	B	1	1_1_4	1_1_4	correct
D04SET1	34	C4	A	B	1	1_4_4	1_4_4	correct
D04SET1	35	C4	A	B	1	1_1_1	1_1_1	correct
D04SET1	36	C4	A	B	1	1_2_4	1_2_4	correct
D04SET1	37	D1	B	A	1	1_2_1	1_2_1	correct
D04SET1	38	D1	B	A	1	1_4_2	1_4_2	correct
D04SET1	39	D1	B	A	1	1_2_3	1_2_3	correct
D04SET1	40	D2	B	A	1	1_3_3	1_3_3	correct
D04SET1	41	D2	B	A	1	1_2_2	1_2_2	correct
D04SET1	42	D2	B	A	1	1_3_4	1_3_4	correct
D04SET1	43	D3	B	A	1	1_3_1	1_3_1	correct
D04SET1	44	D3	B	A	1	1_3_2	1_3_2	correct
D04SET1	45	D3	B	A	1	1_4_3	1_4_3	correct
D04SET1	46	D4	B	A	1	1_1_2	1_1_2	correct
D04SET1	47	D4	B	A	1	1_1_3	1_1_3	correct
D04SET1	48	D4	B	A	1	1_1_1	1_1_1	correct
D05SET1	1	A1	A	B	1	1_4_2	1_4_2	correct
D05SET1	2	A1	A	B	1	1_1_2	1_1_2	correct
D05SET1	3	A1	A	B	1	1_2_3	1_2_3	correct
D05SET1	4	A2	A	B	1	1_3_3	1_3_3	correct
D05SET1	5	A2	A	B	1	1_2_1	1_2_1	correct
D05SET1	6	A2	A	B	1	1_2_2	1_2_2	correct
D05SET1	7	A3	A	B	1	1_4_3	1_4_3	correct
D05SET1	8	A3	A	B	1	1_4_4	1_4_4	correct
D05SET1	9	A3	A	B	1	1_3_4	1_3_4	correct
D05SET1	10	A4	A	B	1	1_4_2	1_4_2	correct
D05SET1	11	A4	A	B	1	1_1_4	1_1_4	correct
D05SET1	12	A4	A	B	1	1_3_3	1_3_3	correct
D05SET1	13	B1	B	A	1	1_4_3	1_4_3	correct
D05SET1	14	B1	B	A	1	1_2_4	1_3_1	incorrect
D05SET1	15	B1	B	A	1	1_1_3	1_1_3	correct
D05SET1	16	B2	B	A	1	1_4_1	1_4_1	correct
D05SET1	17	B2	B	A	1	1_3_1	1_3_1	correct
D05SET1	18	B2	B	A	1	1_2_1	1_2_1	correct
D05SET1	19	B3	B	A	1	1_2_3	1_2_3	correct
D05SET1	20	B3	B	A	1	1_2_2	1_2_2	correct
D05SET1	21	B3	B	A	1	1_1_1	1_1_1	correct
D05SET1	22	B4	B	A	1	1_4_4	1_4_4	correct
D05SET1	23	B4	B	A	1	1_3_2	1_3_2	correct
D05SET1	24	B4	B	A	1	1_1_4	1_1_4	correct
D05SET1	25	C1	A	B	1	1_3_4	1_3_4	correct
D05SET1	26	C1	A	B	1	1_4_1	1_4_1	correct
D05SET1	27	C1	A	B	1	1_1_2	1_1_2	correct
D05SET1	28	C2	A	B	1	1_3_2	1_3_2	correct
D05SET1	29	C2	A	B	1	1_2_4	1_4_4	incorrect
D05SET1	30	C2	A	B	1	1_3_1	1_3_1	correct
D05SET1	31	C3	A	B	1	1_1_3	1_1_3	correct
D05SET1	32	C3	A	B	1	1_4_1	1_4_1	correct
D05SET1	33	C3	A	B	1	1_1_4	1_1_4	correct
D05SET1	34	C4	A	B	1	1_4_4	1_4_3	incorrect
D05SET1	35	C4	A	B	1	1_1_1	1_1_1	correct
D05SET1	36	C4	A	B	1	1_2_4	1_2_4	correct
D05SET1	37	D1	B	A	1	1_2_1	1_2_1	correct
D05SET1	38	D1	B	A	1	1_4_2	1_4_2	correct
D05SET1	39	D1	B	A	1	1_2_3	1_2_3	correct
D05SET1	40	D2	B	A	1	1_3_3	1_3_3	correct
D05SET1	41	D2	B	A	1	1_2_2	1_2_2	correct
D05SET1	42	D2	B	A	1	1_3_4	1_3_4	correct
D05SET1	43	D3	B	A	1	1_3_1	1_3_1	correct
D05SET1	44	D3	B	A	1	1_3_2	1_3_2	correct
D05SET1	45	D3	B	A	1	1_4_3	1_4_3	correct
D05SET1	46	D4	B	A	1	1_1_2	1_1_2	correct
D05SET1	47	D4	B	A	1	1_1_3	1_1_4	incorrect
D05SET1	48	D4	B	A	1	1_1_1	1_1_1	correct
D06SET2	1	A1	A	B	2	2_4_2	2_4_2	correct
D06SET2	2	A1	A	B	2	2_1_2	2_1_2	correct
D06SET2	3	A1	A	B	2	2_2_3	2_2_3	correct
D06SET2	4	A2	A	B	2	2_2_2	2_2_2	correct
D06SET2	5	A2	A	B	2	2_3_3	2_3_3	correct
D06SET2	6	A2	A	B	2	2_2_1	2_2_1	correct
D06SET2	7	A3	A	B	2	2_4_3	2_4_3	correct
D06SET2	8	A3	A	B	2	2_4_4	2_4_4	correct
D06SET2	9	A3	A	B	2	2_3_4	2_3_4	correct
D06SET2	10	A4	A	B	2	2_3_3	2_3_3	correct
D06SET2	11	A4	A	B	2	2_1_4	2_1_4	correct
D06SET2	12	A4	A	B	2	2_4_2	2_4_2	correct
D06SET2	13	B1	B	A	2	2_1_3	2_1_3	correct
D06SET2	14	B1	B	A	2	2_4_3	2_4_3	correct
D06SET2	15	B1	B	A	2	2_2_4	2_2_4	correct
D06SET2	16	B2	B	A	2	2_4_1	2_4_1	correct
D06SET2	17	B2	B	A	2	2_2_1	2_2_1	correct
D06SET2	18	B2	B	A	2	2_3_1	2_3_1	correct
D06SET2	19	B3	B	A	2	2_2_3	2_2_3	correct
D06SET2	20	B3	B	A	2	2_1_1	2_1_1	correct
D06SET2	21	B3	B	A	2	2_2_2	2_2_2	correct
D06SET2	22	B4	B	A	2	2_4_4	2_4_4	correct
D06SET2	23	B4	B	A	2	2_3_2	2_3_2	correct
D06SET2	24	B4	B	A	2	2_1_4	2_1_4	correct
D06SET2	25	C1	A	B	2	2_1_2	2_1_2	correct
D06SET2	26	C1	A	B	2	2_3_4	2_3_4	correct
D06SET2	27	C1	A	B	2	2_4_1	2_4_1	correct
D06SET2	28	C2	A	B	2	2_3_1	2_3_1	correct
D06SET2	29	C2	A	B	2	2_2_4	2_2_4	correct
D06SET2	30	C2	A	B	2	2_3_2	2_3_2	correct
D06SET2	31	C3	A	B	2	2_1_4	2_1_4	correct
D06SET2	32	C3	A	B	2	2_4_1	2_4_1	correct
D06SET2	33	C3	A	B	2	2_1_3	2_1_3	correct
D06SET2	34	C4	A	B	2	2_4_1	2_4_1	correct
D06SET2	35	C4	A	B	2	2_2_4	2_2_4	correct
D06SET2	36	C4	A	B	2	2_1_1	2_1_1	correct
D06SET2	37	D1	B	A	2	2_2_1	2_2_1	correct
D06SET2	38	D1	B	A	2	2_2_3	2_2_3	correct
D06SET2	39	D1	B	A	2	2_4_2	2_4_2	correct
D06SET2	40	D2	B	A	2	2_3_4	2_3_4	correct
D06SET2	41	D2	B	A	2	2_2_2	2_2_2	correct
D06SET2	42	D2	B	A	2	2_3_3	2_3_3	correct
D06SET2	43	D3	B	A	2	2_3_2	2_3_2	correct
D06SET2	44	D3	B	A	2	2_4_3	2_4_3	correct
D06SET2	45	D3	B	A	2	2_3_1	2_3_1	correct
D06SET2	46	D4	B	A	2	2_1_1	2_1_1	correct
D06SET2	47	D4	B	A	2	2_1_3	2_1_3	correct
D06SET2	48	D4	B	A	2	2_1_2	2_1_2	correct
D07SET2	1	A1	A	B	2	2_4_2	2_4_2	correct
D07SET2	2	A1	A	B	2	2_1_2	2_1_2	correct
D07SET2	3	A1	A	B	2	2_2_3	2_2_3	correct
D07SET2	4	A2	A	B	2	2_2_2	2_2_2	correct
D07SET2	5	A2	A	B	2	2_3_3	2_3_3	correct
D07SET2	6	A2	A	B	2	2_2_1	2_2_1	correct
D07SET2	7	A3	A	B	2	2_4_3	2_4_3	correct
D07SET2	8	A3	A	B	2	2_4_4	2_4_4	correct
D07SET2	9	A3	A	B	2	2_3_4	2_3_4	correct
D07SET2	10	A4	A	B	2	2_3_3	2_3_3	correct
D07SET2	11	A4	A	B	2	2_1_4	2_1_4	correct
D07SET2	12	A4	A	B	2	2_4_2	2_4_2	correct
D07SET2	13	B1	B	A	2	2_1_3	2_1_3	correct
D07SET2	14	B1	B	A	2	2_4_3	2_4_3	correct
D07SET2	15	B1	B	A	2	2_2_4	2_2_4	correct
D07SET2	16	B2	B	A	2	2_4_1	2_4_1	correct
D07SET2	17	B2	B	A	2	2_2_1	2_2_1	correct
D07SET2	18	B2	B	A	2	2_3_1	2_3_1	correct
D07SET2	19	B3	B	A	2	2_2_3	2_2_3	correct
D07SET2	20	B3	B	A	2	2_1_1	2_1_1	correct
D07SET2	21	B3	B	A	2	2_2_2	2_2_2	correct
D07SET2	22	B4	B	A	2	2_4_4	2_4_4	correct
D07SET2	23	B4	B	A	2	2_3_2	2_3_2	correct
D07SET2	24	B4	B	A	2	2_1_4	2_1_4	correct
D07SET2	25	C1	A	B	2	2_1_2	2_1_2	correct
D07SET2	26	C1	A	B	2	2_3_4	2_3_4	correct
D07SET2	27	C1	A	B	2	2_4_1	2_4_1	correct
D07SET2	28	C2	A	B	2	2_3_1	2_3_1	correct
D07SET2	29	C2	A	B	2	2_2_4	2_2_4	correct
D07SET2	30	C2	A	B	2	2_3_2	2_3_2	correct
D07SET2	31	C3	A	B	2	2_1_4	2_1_4	correct
D07SET2	32	C3	A	B	2	2_4_1	2_4_1	correct
D07SET2	33	C3	A	B	2	2_1_3	2_1_3	correct
D07SET2	34	C4	A	B	2	2_4_1	2_4_1	correct
D07SET2	35	C4	A	B	2	2_2_4	2_2_4	correct
D07SET2	36	C4	A	B	2	2_1_1	2_1_1	correct
D07SET2	37	D1	B	A	2	2_2_1	2_2_1	correct
D07SET2	38	D1	B	A	2	2_2_3	2_2_3	correct
D07SET2	39	D1	B	A	2	2_4_2	2_4_2	correct
D07SET2	40	D2	B	A	2	2_3_4	2_3_4	correct
D07SET2	41	D2	B	A	2	2_2_2	2_2_2	correct
D07SET2	42	D2	B	A	2	2_3_3	2_3_3	correct
D07SET2	43	D3	B	A	2	2_3_2	2_3_2	correct
D07SET2	44	D3	B	A	2	2_4_3	2_4_3	correct
D07SET2	45	D3	B	A	2	2_3_1	2_3_1	correct
D07SET2	46	D4	B	A	2	2_1_1	2_1_1	correct
D07SET2	47	D4	B	A	2	2_1_3	2_1_3	correct
D07SET2	48	D4	B	A	2	2_1_2	2_1_2	correct
D08SET2	1	A1	A	B	2	2_4_2	2_4_2	correct
D08SET2	2	A1	A	B	2	2_1_2	2_1_2	correct
D08SET2	3	A1	A	B	2	2_2_3	2_2_3	correct
D08SET2	4	A2	A	B	2	2_2_2	2_2_2	correct
D08SET2	5	A2	A	B	2	2_3_3	2_3_3	correct
D08SET2	6	A2	A	B	2	2_2_1	2_2_1	correct
D08SET2	7	A3	A	B	2	2_4_3	2_4_3	correct
D08SET2	8	A3	A	B	2	2_4_4	2_4_4	correct
D08SET2	9	A3	A	B	2	2_3_4	2_3_4	correct
D08SET2	10	A4	A	B	2	2_3_3	2_3_3	correct
D08SET2	11	A4	A	B	2	2_1_4	2_1_4	correct
D08SET2	12	A4	A	B	2	2_4_2	2_4_2	correct
D08SET2	13	B1	B	A	2	2_1_3	2_1_3	correct
D08SET2	14	B1	B	A	2	2_4_3	2_4_3	correct
D08SET2	15	B1	B	A	2	2_2_4	2_2_4	correct
D08SET2	16	B2	B	A	2	2_4_1	2_4_1	correct
D08SET2	17	B2	B	A	2	2_2_1	2_2_1	correct
D08SET2	18	B2	B	A	2	2_3_1	2_3_1	correct
D08SET2	19	B3	B	A	2	2_2_3	2_2_3	correct
D08SET2	20	B3	B	A	2	2_1_1	2_1_1	correct
D08SET2	21	B3	B	A	2	2_2_2	2_2_2	correct
D08SET2	22	B4	B	A	2	2_4_4	2_4_4	correct
D08SET2	23	B4	B	A	2	2_3_2	2_3_2	correct
D08SET2	24	B4	B	A	2	2_1_4	2_1_4	correct
D08SET2	25	C1	A	B	2	2_1_2	2_1_2	correct
D08SET2	26_1	C1	A	B	2	2_3_4	2_3_4	incompleteCorrect
D08SET2	26_2	C1	A	B	2	2_3_4	2_3_4	correct
D08SET2	27	C1	A	B	2	2_4_1	2_4_1	correct
D08SET2	28	C2	A	B	2	2_3_1	2_3_1	correct
D08SET2	29	C2	A	B	2	2_2_4	2_2_4	correct
D08SET2	30	C2	A	B	2	2_3_2	2_3_2	correct
D08SET2	31	C3	A	B	2	2_1_4	2_1_4	correct
D08SET2	32	C3	A	B	2	2_4_1	2_4_1	correct
D08SET2	33	C3	A	B	2	2_1_3	2_1_3	correct
D08SET2	34	C4	A	B	2	2_4_1	2_4_1	correct
D08SET2	35	C4	A	B	2	2_2_4	2_2_4	correct
D08SET2	36	C4	A	B	2	2_1_1	2_1_1	correct
D08SET2	37	D1	B	A	2	2_2_1	2_2_1	correct
D08SET2	38	D1	B	A	2	2_2_3	2_2_3	correct
D08SET2	39	D1	B	A	2	2_4_2	2_4_2	correct
D08SET2	40	D2	B	A	2	2_3_4	2_3_4	correct
D08SET2	41	D2	B	A	2	2_2_2	2_2_2	correct
D08SET2	42	D2	B	A	2	2_3_3	2_3_3	correct
D08SET2	43	D3	B	A	2	2_3_2	2_3_2	correct
D08SET2	44	D3	B	A	2	2_4_3	2_4_3	correct
D08SET2	45	D3	B	A	2	2_3_1	2_3_1	correct
D08SET2	46	D4	B	A	2	2_1_1	2_1_1	correct
D08SET2	47	D4	B	A	2	2_1_3	2_1_3	correct
D08SET2	48	D4	B	A	2	2_1_2	2_1_2	correct
D09SET2	1	A1	A	B	2	2_4_2	2_4_2	correct
D09SET2	2	A1	A	B	2	2_1_2	2_1_2	correct
D09SET2	3	A1	A	B	2	2_2_3	2_2_3	correct
D09SET2	4	A2	A	B	2	2_2_2	2_2_2	correct
D09SET2	5	A2	A	B	2	2_3_3	2_3_3	correct
D09SET2	6	A2	A	B	2	2_2_1	2_2_1	correct
D09SET2	7	A3	A	B	2	2_4_3	2_4_3	correct
D09SET2	8	A3	A	B	2	2_4_4	2_4_4	correct
D09SET2	9	A3	A	B	2	2_3_4	2_1_3	incorrect
D09SET2	10	A4	A	B	2	2_3_3	2_3_3	correct
D09SET2	11	A4	A	B	2	2_1_4	2_1_4	correct
D09SET2	12	A4	A	B	2	2_4_2	2_4_2	correct
D09SET2	13	B1	B	A	2	2_1_3	2_1_3	correct
D09SET2	14	B1	B	A	2	2_4_3	2_4_3	correct
D09SET2	15	B1	B	A	2	2_2_4	2_2_4	correct
D09SET2	16	B2	B	A	2	2_4_1	2_4_1	correct
D09SET2	17	B2	B	A	2	2_2_1	2_2_1	correct
D09SET2	18	B2	B	A	2	2_3_1	2_3_1	correct
D09SET2	19	B3	B	A	2	2_2_3	2_2_3	correct
D09SET2	20	B3	B	A	2	2_1_1	2_1_1	correct
D09SET2	21	B3	B	A	2	2_2_2	2_2_2	correct
D09SET2	22	B4	B	A	2	2_4_4	2_4_4	correct
D09SET2	23	B4	B	A	2	2_3_2	2_3_2	correct
D09SET2	24	B4	B	A	2	2_1_4	2_1_4	correct
D09SET2	25	C1	A	B	2	2_1_2	2_1_2	correct
D09SET2	26	C1	A	B	2	2_3_4	2_3_4	correct
D09SET2	27	C1	A	B	2	2_4_1	2_4_1	correct
D09SET2	28	C2	A	B	2	2_3_1	2_3_1	correct
D09SET2	29	C2	A	B	2	2_2_4	2_2_4	correct
D09SET2	30	C2	A	B	2	2_3_2	2_3_2	correct
D09SET2	31	C3	A	B	2	2_1_4	2_1_4	correct
D09SET2	32	C3	A	B	2	2_4_1	2_4_1	correct
D09SET2	33	C3	A	B	2	2_1_3	2_1_3	correct
D09SET2	34	C4	A	B	2	2_4_1	2_4_1	correct
D09SET2	35	C4	A	B	2	2_2_4	2_2_4	correct
D09SET2	36	C4	A	B	2	2_1_1	2_1_1	correct
D09SET2	37	D1	B	A	2	2_2_1	2_2_1	correct
D09SET2	38	D1	B	A	2	2_2_3	2_2_3	correct
D09SET2	39	D1	B	A	2	2_4_2	2_4_2	correct
D09SET2	40	D2	B	A	2	2_3_4	2_3_4	correct
D09SET2	41	D2	B	A	2	2_2_2	2_2_2	correct
D09SET2	42	D2	B	A	2	2_3_3	2_3_3	correct
D09SET2	43	D3	B	A	2	2_3_2	2_3_2	correct
D09SET2	44	D3	B	A	2	2_4_3	2_4_3	correct
D09SET2	45	D3	B	A	2	2_3_1	2_3_1	correct
D09SET2	46	D4	B	A	2	2_1_1	2_1_1	correct
