text,player_id,role,message_number,message_irrelevant,time_stamp,trial_id
the one sitting down,1,describer,2,FALSE,NA,56
ive got the guy kicking behind him,3,describer,1,FALSE,NA,57
got the prayer person,3,describer,1,FALSE,NA,58
"got the standing pointing fella, boxman",3,describer,1,FALSE,NA,59
sitting guy,3,describer,1,FALSE,NA,60
I got the square one pointing to the right,1,describer,1,FALSE,NA,61
"nice, we're doing well",3,matcher,1,FALSE,NA,62
the kneeling and praying one,1,describer,2,FALSE,NA,62
the sitting one,1,describer,1,FALSE,NA,63
kicker?,3,matcher,1,FALSE,NA,64
the leg kicker,1,describer,2,FALSE,NA,64
"yo, ive got the guy sitting down arms to the side NOT praying",3,describer,1,FALSE,NA,65
"nice, now ive got the boxy guy standing up pointing to the right NOT kicking",3,describer,1,FALSE,NA,66
"sweet doing well, got the guy doing a prayer",3,describer,1,FALSE,NA,67
now karate homeboy,3,describer,1,FALSE,NA,68
aight whatcha got?,3,matcher,1,FALSE,NA,69
Boxy guy,2,describer,2,FALSE,NA,69
dope,3,matcher,1,FALSE,NA,70
Man sitting,2,describer,2,FALSE,NA,70
we on it,3,matcher,1,FALSE,NA,71
Guy praying,2,describer,2,FALSE,NA,71
4 cents all day baby,3,matcher,1,FALSE,NA,72
Karate guy lol,2,describer,2,FALSE,NA,72
got the dude sitting,3,describer,1,FALSE,NA,73
got the prayer man,3,describer,1,FALSE,NA,74
karateeeeee,3,describer,1,FALSE,NA,75
boxy brown,3,describer,1,FALSE,NA,76
you got it killa,3,matcher,1,FALSE,NA,77
Guy praying,2,describer,2,FALSE,NA,77
Karate guy,2,describer,1,FALSE,NA,78
Boxy guy,2,describer,1,FALSE,NA,79
Guy sitting,2,describer,1,FALSE,NA,80
you on it,3,matcher,2,FALSE,NA,80
the one with a square body and a jagged right edge,1,describer,1,FALSE,NA,81
the one kicking a leg behind them,1,describer,1,FALSE,NA,82
the one that looks like it's sitting down,1,describer,1,FALSE,NA,83
the one kneeling and praying,1,describer,1,FALSE,NA,84
Person kicking,4,describer,1,FALSE,NA,85
person praying,4,describer,1,FALSE,NA,86
jagged edge,4,describer,1,FALSE,NA,87
person sitting,4,describer,1,FALSE,NA,88
the kicking one,1,describer,1,FALSE,NA,89
the sitting one,1,describer,1,FALSE,NA,90
the kneeling and praying one,1,describer,1,FALSE,NA,91
the jagged edge one,1,describer,1,FALSE,NA,92
sitting,4,describer,1,FALSE,NA,93
jagged,4,describer,1,FALSE,NA,94
kicking,4,describer,1,FALSE,NA,95
praying,4,describer,1,FALSE,NA,96
diamond head facing right,5,describer,1,FALSE,NA,97
facing left gap at bottom right,5,describer,1,FALSE,NA,98
facing right sitting down no gap,5,describer,1,FALSE,NA,99
facing left sitting down gap on left,5,describer,1,FALSE,NA,100
"standing up, squatting with diamond straight",6,describer,1,FALSE,NA,101
sitting down gap at left,6,describer,1,FALSE,NA,102
"shapes on top of the diamond, no gaps",6,describer,1,FALSE,NA,103
"looks like dancing, gap on right",6,describer,1,FALSE,NA,104
Squating one facing right,5,describer,1,FALSE,NA,105
sitting down no gap,5,describer,1,FALSE,NA,106
sitting down facing left gap on left,5,describer,1,FALSE,NA,107
dancing one gap on right,5,describer,1,FALSE,NA,108
sitting down gap on left,6,describer,1,FALSE,NA,109
"dancing, gap on right",6,describer,1,FALSE,NA,110
squatting diamond straight up,6,describer,1,FALSE,NA,111
"sitting, shapes on the head",6,describer,1,FALSE,NA,112
bald man sitting down looking at his feet,7,describer,1,FALSE,NA,113
triangle tail on the side towards the bottom,7,describer,1,FALSE,NA,114
bunny rabbit ears,7,describer,1,FALSE,NA,115
man kneeling down reading a book,7,describer,1,FALSE,NA,116
bunny ears sitting down,8,describer,1,FALSE,NA,117
man sitting down looking at his feet,8,describer,1,FALSE,NA,118
man kneeling with something in his hands,8,describer,1,FALSE,NA,119
person sitting with triangle tail,8,describer,1,FALSE,NA,120
man kneeling reading a book,7,describer,1,FALSE,NA,121
triangle tail on the side,7,describer,1,FALSE,NA,122
bunny ears,7,describer,1,FALSE,NA,123
bald man sitting down looking at his feet,7,describer,1,FALSE,NA,124
bunny ears,8,describer,1,FALSE,NA,125
kneeling with book,8,describer,1,FALSE,NA,126
triangle tail,8,describer,1,FALSE,NA,127
looking at feet,8,describer,1,FALSE,NA,128
bunny ears,7,describer,1,FALSE,NA,129
bland man looking at feet,7,describer,1,FALSE,NA,130
man kneeling reading a book,7,describer,1,FALSE,NA,131
triangle tail,7,describer,1,FALSE,NA,132
man kneeling looking at book,5,describer,1,FALSE,NA,133
triangle tail,5,describer,1,FALSE,NA,134
bunny ears,5,describer,1,FALSE,NA,135
guy sitting facing left,5,describer,1,FALSE,NA,136
bland one,5,describer,2,FALSE,NA,136
kneeling reading book,7,describer,1,FALSE,NA,137
looking at feet no ears,7,describer,1,FALSE,NA,138
triangle tail,7,describer,1,FALSE,NA,139
bunny ears,7,describer,1,FALSE,NA,140
kneeling reading a book,5,describer,1,FALSE,NA,141
bunny ears,5,describer,1,FALSE,NA,142
sitting looking at feet no ears,5,describer,1,FALSE,NA,143
triangle tail,5,describer,1,FALSE,NA,144
person kneeling with a book in their hands,8,describer,1,FALSE,NA,145
person sitting with a small triangle tail on their right,8,describer,1,FALSE,NA,146
bald man sitting looking at his feet,8,describer,1,FALSE,NA,147
person with bunny ears,8,describer,1,FALSE,NA,148
squatting with diamond head,6,describer,1,FALSE,NA,149
"sitting with shapes on the head, bunny ears",6,describer,1,FALSE,NA,150
sitting down with a gap between legs and ground on the right,6,describer,1,FALSE,NA,151
dancing with a triangle tail,6,describer,1,FALSE,NA,152
person squatting,8,describer,1,FALSE,NA,153
person sitting looking at their feet,8,describer,1,FALSE,NA,154
person with triangle tail on the right,8,describer,1,FALSE,NA,155
sitting person with bunny ears,8,describer,1,FALSE,NA,156
sitting down with gap on the left,6,describer,1,FALSE,NA,157
squatting with diamond head,6,describer,1,FALSE,NA,158
dancing with triangle tail,6,describer,1,FALSE,NA,159
sitting with bunny ears,6,describer,1,FALSE,NA,160
man squatting facing right nothing on head,5,describer,1,FALSE,NA,161
man that looks like hes dancing gap on bottom right,5,describer,1,FALSE,NA,162
man sitting facing left no thing on head,5,describer,1,FALSE,NA,163
man sitting facing right,5,describer,1,FALSE,NA,164
person squatting with something in their hands,8,describer,1,FALSE,NA,165
dancing person with a triangle tail on the right,8,describer,1,FALSE,NA,166
man sitting towards the left looking at his feet,8,describer,1,FALSE,NA,167
triangles on his head?,5,matcher,2,FALSE,NA,167
no,8,describer,3,FALSE,NA,167
person sitting with triangle bunny ears,8,describer,1,FALSE,NA,168
man dancing with tail on bottom right,5,describer,1,FALSE,NA,169
man sitting with triangle bunny ears,5,describer,1,FALSE,NA,170
man sitting looking at feet,5,describer,1,FALSE,NA,171
man squatting holding something,5,describer,1,FALSE,NA,172
dancing with triangle tail,8,describer,1,FALSE,NA,173
squatting with something in hands,8,describer,1,FALSE,NA,174
sitting with bunny ears,8,describer,1,FALSE,NA,175
sitting looking at feet,8,describer,1,FALSE,NA,176
bald guy looking at feet,7,describer,1,FALSE,NA,177
kneeling reading a book,7,describer,1,FALSE,NA,178
triangle tail,7,describer,1,FALSE,NA,179
bunny ears,7,describer,1,FALSE,NA,180
sitting down gap on left,6,describer,1,FALSE,NA,181
bunny ears,6,describer,1,FALSE,NA,182
kneeling with diamond head,6,describer,1,FALSE,NA,183
dancing with triangle on bottom right,6,describer,1,FALSE,NA,184
"guy looking at feet, bald",7,describer,1,FALSE,NA,185
bunny ears,7,describer,1,FALSE,NA,186
kneeling reading a book,7,describer,1,FALSE,NA,187
triangle tail,7,describer,1,FALSE,NA,188
sitting down facing left,6,describer,1,FALSE,NA,189
dancing with triangle tail,6,describer,1,FALSE,NA,190
bunny ears,6,describer,1,FALSE,NA,191
kneeling,6,describer,1,FALSE,NA,192
straight,9,describer,1,FALSE,NA,193
leg up,9,describer,1,FALSE,NA,194
falling back,9,describer,1,FALSE,NA,195
triangles on opposite ends,9,describer,1,FALSE,NA,196
offering a tray,10,describer,1,FALSE,NA,197
sit down,10,describer,1,FALSE,NA,198
falling backwards,10,describer,1,FALSE,NA,199
leg up,10,describer,1,FALSE,NA,200
offering a tray,9,describer,1,FALSE,NA,201
leg up,9,describer,1,FALSE,NA,202
falling back,9,describer,1,FALSE,NA,203
sitting,9,describer,1,FALSE,NA,204
falling back,10,describer,1,FALSE,NA,205
sitting,10,describer,1,FALSE,NA,206
leg up,10,describer,1,FALSE,NA,207
offering,10,describer,1,FALSE,NA,208
It is the one that looks like it's flying.,11,describer,1,FALSE,NA,209
It looks like a monster kicking something.,11,describer,1,FALSE,NA,210
It looks like a preacher standing straight holding a book,11,describer,1,FALSE,NA,211
It looks like a person kneeling with triangle arms.,11,describer,1,FALSE,NA,212
Looks like flying man,12,describer,1,FALSE,NA,213
Preacher with book,12,describer,1,FALSE,NA,214
monster kicking,12,describer,1,FALSE,NA,215
man with triangle arms,12,describer,1,FALSE,NA,216
kicking monster,11,describer,1,FALSE,NA,217
flying guy,11,describer,1,FALSE,NA,218
preacher with the book,11,describer,1,FALSE,NA,219
kneeling triangle man,11,describer,1,FALSE,NA,220
monster kicking,12,describer,1,FALSE,NA,221
preacher with book,12,describer,1,FALSE,NA,222
man with triangle arms,12,describer,1,FALSE,NA,223
flying man,12,describer,1,FALSE,NA,224
Looks like a man flying,11,describer,1,FALSE,NA,225
Looks like a man kneeling with triangle arms.,11,describer,1,FALSE,NA,226
looks like a preacher standing with a book,11,describer,1,FALSE,NA,227
looks like a monster kicking the ground,11,describer,1,FALSE,NA,228
preacher offering,9,describer,1,FALSE,NA,229
man falling back,9,describer,1,FALSE,NA,230
man kneeling,9,describer,1,FALSE,NA,231
leg up,9,describer,1,FALSE,NA,232
The flying or falling man,11,describer,1,FALSE,NA,233
the preacher with the book,11,describer,1,FALSE,NA,234
the kneeling man,11,describer,1,FALSE,NA,235
the monster with the leg up,11,describer,1,FALSE,NA,236
man falling back,9,describer,1,FALSE,NA,237
kneeling man,9,describer,1,FALSE,NA,238
preacher offering,9,describer,1,FALSE,NA,239
leg up,9,describer,1,FALSE,NA,240
falling back,10,describer,1,FALSE,NA,241
leg up,10,describer,1,FALSE,NA,242
offering while standing,10,describer,1,FALSE,NA,243
sitting,10,describer,1,FALSE,NA,244
standing offering,12,describer,1,FALSE,NA,245
sitting,12,describer,1,FALSE,NA,246
falling back,12,describer,1,FALSE,NA,247
with leg up,12,describer,1,FALSE,NA,248
falling back,10,describer,1,FALSE,NA,249
leg up,10,describer,1,FALSE,NA,250
offering,10,describer,1,FALSE,NA,251
sitting,10,describer,1,FALSE,NA,252
falling,12,describer,1,FALSE,NA,253
leg up,12,describer,1,FALSE,NA,254
sitting,12,describer,1,FALSE,NA,255
offering,12,describer,1,FALSE,NA,256
preacher offering tray,9,describer,1,FALSE,NA,257
leg up,9,describer,1,FALSE,NA,258
kneeling man,9,describer,1,FALSE,NA,259
man falling back,9,describer,1,FALSE,NA,260
preacher,12,describer,1,FALSE,NA,261
falling,12,describer,1,FALSE,NA,262
kneeling,12,describer,1,FALSE,NA,263
leg up,12,describer,1,FALSE,NA,264
preacher,9,describer,1,FALSE,NA,265
leg up,9,describer,1,FALSE,NA,266
kneeling,9,describer,1,FALSE,NA,267
falling,9,describer,1,FALSE,NA,268
preacher,12,describer,1,FALSE,NA,269
leg up,12,describer,1,FALSE,NA,270
falling,12,describer,1,FALSE,NA,271
kneeling,12,describer,1,FALSE,NA,272
The man kneeling,11,describer,1,FALSE,NA,273
The one that looks like a monster kicking the ground,11,describer,1,FALSE,NA,274
looks like a preacher holding a book,11,describer,1,FALSE,NA,275
a man either falling or flying,11,describer,1,FALSE,NA,276
"offering a tray, standing",10,describer,1,FALSE,NA,277
falling,10,describer,1,FALSE,NA,278
kneeling,10,describer,1,FALSE,NA,279
kicking,10,describer,1,FALSE,NA,280
the falling one,11,describer,1,FALSE,NA,281
kicking monster,11,describer,1,FALSE,NA,282
kneeling one,11,describer,1,FALSE,NA,283
standing preacher,11,describer,1,FALSE,NA,284
kneeling,10,describer,1,FALSE,NA,285
falling,10,describer,1,FALSE,NA,286
kicking,10,describer,1,FALSE,NA,287
offering,10,describer,1,FALSE,NA,288
hi,13,matcher,1,FALSE,NA,289
one leg is up. look like a dancing position,14,describer,2,FALSE,NA,289
both hand and legs are covered and nil down,14,describer,1,FALSE,NA,290
nil down and begging position,14,describer,1,FALSE,NA,291
standing position one hand is up,14,describer,1,FALSE,NA,292
looks like they are sitting with hands and feet inside,13,describer,1,FALSE,NA,293
looks like they are sitting and pointing,13,describer,1,FALSE,NA,294
like they are begging,13,describer,1,FALSE,NA,295
like they are dancing,13,describer,1,FALSE,NA,296
begging position,14,describer,1,FALSE,NA,297
and nil down,14,describer,2,FALSE,NA,297
standing position one hand is up,14,describer,1,FALSE,NA,298
dancing position,14,describer,1,FALSE,NA,299
nil down legs and hands are inside,14,describer,1,FALSE,NA,300
standing and pointing,13,describer,1,FALSE,NA,301
dancing,13,describer,1,FALSE,NA,302
feet and hands all in,13,describer,1,FALSE,NA,303
begging,13,describer,1,FALSE,NA,304
the one that looks like it's standing on a leg,15,describer,1,FALSE,NA,305
the one that looks like it's sitting crouched down,15,describer,1,FALSE,NA,306
the one that has a more square body,15,describer,1,FALSE,NA,307
the sitting one with the spike coming out of its back,15,describer,1,FALSE,NA,308
like sitting on the left,16,describer,1,FALSE,NA,309
Like praying,16,describer,1,FALSE,NA,310
Second from left,16,describer,1,FALSE,NA,311
stretching leg,16,describer,1,FALSE,NA,312
Sitting with a spike out its back,15,describer,1,FALSE,NA,313
Stretching a leg,15,describer,1,FALSE,NA,314
Sitting balled up,15,describer,1,FALSE,NA,315
The square looking well,15,describer,1,FALSE,NA,316
sitting at spike in back,16,describer,1,FALSE,NA,317
square one,16,describer,1,FALSE,NA,318
dancing,16,describer,1,FALSE,NA,319
siting and praying,16,describer,1,FALSE,NA,320
looks like they are pointing,13,describer,1,FALSE,NA,321
looks like begging,13,describer,1,FALSE,NA,322
dancing,13,describer,1,FALSE,NA,323
like they are sitting with hand and feet all in,13,describer,1,FALSE,NA,324
stretching leg,15,describer,1,FALSE,NA,325
The one that is sitting balled up,15,describer,1,FALSE,NA,326
The one that looks like it's begging or praying,15,describer,1,FALSE,NA,327
The half square one,15,describer,1,FALSE,NA,328
praying,13,describer,1,FALSE,NA,329
half square,13,describer,1,FALSE,NA,330
dancing,13,describer,1,FALSE,NA,331
all balled p,13,describer,1,FALSE,NA,332
stretching one,15,describer,1,FALSE,NA,333
praying one,15,describer,1,FALSE,NA,334
balled up one,15,describer,1,FALSE,NA,335
half square one,15,describer,1,FALSE,NA,336
standing position,14,describer,1,FALSE,NA,337
dancing position,14,describer,1,FALSE,NA,338
begging position,14,describer,1,FALSE,NA,339
nil down leg and hands are inside,14,describer,1,FALSE,NA,340
begging,16,describer,1,FALSE,NA,341
no hands outside,16,describer,1,FALSE,NA,342
dancing,16,describer,1,FALSE,NA,343
square one,16,describer,1,FALSE,NA,344
nil down legs and hands are inside,14,describer,1,FALSE,NA,345
dancing position,14,describer,1,FALSE,NA,346
begging,14,describer,1,FALSE,NA,347
standing position,14,describer,1,FALSE,NA,348
begging,16,describer,1,FALSE,NA,349
dancing,16,describer,1,FALSE,NA,350
square,16,describer,1,FALSE,NA,351
no hands out,16,describer,1,FALSE,NA,352
praying,13,describer,1,FALSE,NA,353
all balled up,13,describer,1,FALSE,NA,354
half square,13,describer,1,FALSE,NA,355
dancing,13,describer,1,FALSE,NA,356
praying,16,describer,1,FALSE,NA,357
square one,16,describer,1,FALSE,NA,358
dancing,16,describer,1,FALSE,NA,359
no hands out,16,describer,1,FALSE,NA,360
dancing,13,describer,1,FALSE,NA,361
square,13,describer,1,FALSE,NA,362
all balled up no hands or feet,13,describer,1,FALSE,NA,363
praying,13,describer,1,FALSE,NA,364
no hands,16,describer,1,FALSE,NA,365
praying,16,describer,1,FALSE,NA,366
dance,16,describer,1,FALSE,NA,367
square one,16,describer,1,FALSE,NA,368
standing position,14,describer,1,FALSE,NA,369
nil down legs and hands are inside,14,describer,1,FALSE,NA,370
begging,14,describer,1,FALSE,NA,371
dancing,14,describer,1,FALSE,NA,372
balled up one,15,describer,1,FALSE,NA,373
dancing one,15,describer,1,FALSE,NA,374
begging one,15,describer,1,FALSE,NA,375
half square one,15,describer,1,FALSE,NA,376
begging,14,describer,1,FALSE,NA,377
standing position,14,describer,1,FALSE,NA,378
nil down legs and hands are inside,14,describer,1,FALSE,NA,379
dancing,14,describer,1,FALSE,NA,380
sitting down balled up one,15,describer,1,FALSE,NA,381
half square one,15,describer,1,FALSE,NA,382
dancing one,15,describer,1,FALSE,NA,383
praying one,15,describer,1,FALSE,NA,384
Looks like a guy praying on his knees,17,describer,1,FALSE,NA,385
Looks like a cheerleader stretching her leg,17,describer,1,FALSE,NA,386
Looks like a buddist monk sitting,17,describer,1,FALSE,NA,387
Very square?,17,describer,1,FALSE,NA,388
Like Buddhist monk,18,describer,1,FALSE,NA,389
Like praying,18,describer,1,FALSE,NA,390
Left one,18,describer,1,FALSE,NA,391
?,17,matcher,2,FALSE,NA,391
The pictures are shuffled,17,matcher,3,FALSE,NA,391
Square one,18,describer,4,FALSE,NA,391
stretching leg,18,describer,1,FALSE,NA,392
Meditating guy,17,describer,1,FALSE,NA,393
Dancing girl,17,describer,1,FALSE,NA,394
Minecraft man,17,describer,1,FALSE,NA,395
Bowing,17,describer,1,FALSE,NA,396
bowing,18,describer,1,FALSE,NA,397
dancing,18,describer,1,FALSE,NA,398
square one,18,describer,1,FALSE,NA,399
sitting with spike in back,18,describer,1,FALSE,NA,400
One with sit position,19,describer,1,FALSE,NA,401
one with prayer position,19,describer,1,FALSE,NA,402
one with kick position,19,describer,1,FALSE,NA,403
one with sit position,19,describer,1,FALSE,NA,404
it looks like it is raising its arms?,20,matcher,2,FALSE,NA,404
praying position,20,describer,1,FALSE,NA,405
arms raised,20,describer,1,FALSE,NA,406
no arms,20,describer,1,FALSE,NA,407
back kick,20,describer,1,FALSE,NA,408
with arms raised,19,describer,1,FALSE,NA,409
with sit position,19,describer,1,FALSE,NA,410
kick position,19,describer,1,FALSE,NA,411
prayer position,19,describer,1,FALSE,NA,412
no arms,20,describer,1,FALSE,NA,413
praying,20,describer,1,FALSE,NA,414
arms up,20,describer,1,FALSE,NA,415
back kick,20,describer,1,FALSE,NA,416
prayer position,19,describer,1,FALSE,NA,417
kick positon,19,describer,1,FALSE,NA,418
arms raised,19,describer,1,FALSE,NA,419
Sit,19,describer,1,FALSE,NA,420
When your drunk buddy tries to jump off a roof with homemade wings.,17,describer,1,FALSE,NA,421
This guy wants a hug.,17,describer,1,FALSE,NA,422
Your wife after you buy her a diamond necklace.,17,describer,1,FALSE,NA,423
Uh,17,describer,1,FALSE,NA,424
arms raised,19,describer,1,FALSE,NA,425
prayer,19,describer,1,FALSE,NA,426
sit,19,describer,1,FALSE,NA,427
kick,19,describer,1,FALSE,NA,428
Picnic position.,17,describer,1,FALSE,NA,429
Arms apart.,17,describer,1,FALSE,NA,430
Leg stretching.,17,describer,1,FALSE,NA,431
Holding a soup bowl.,17,describer,1,FALSE,NA,432
no arms,20,describer,1,FALSE,NA,433
back kick,20,describer,1,FALSE,NA,434
praying,20,describer,1,FALSE,NA,435
rejoicing,20,describer,1,FALSE,NA,436
dancing,18,describer,1,FALSE,NA,437
square one,18,describer,1,FALSE,NA,438
begging,18,describer,1,FALSE,NA,439
no hands outside,18,describer,1,FALSE,NA,440
back kick,20,describer,1,FALSE,NA,441
rejoicing,20,describer,1,FALSE,NA,442
no arms,20,describer,1,FALSE,NA,443
praying,20,describer,1,FALSE,NA,444
square one,18,describer,1,FALSE,NA,445
dancing,18,describer,1,FALSE,NA,446
no hands out,18,describer,1,FALSE,NA,447
begging,18,describer,1,FALSE,NA,448
no arms,20,describer,1,FALSE,NA,449
praying,20,describer,1,FALSE,NA,450
back kick,20,describer,1,FALSE,NA,451
rejoicing,20,describer,1,FALSE,NA,452
Excercising leg.,17,describer,1,FALSE,NA,453
Holding a soup bowl while sitting.,17,describer,1,FALSE,NA,454
Arms apart wearing a cape.,17,describer,1,FALSE,NA,455
Homeless guy.,17,describer,1,FALSE,NA,456
back kick,20,describer,1,FALSE,NA,457
no arms,20,describer,1,FALSE,NA,458
praying,20,describer,1,FALSE,NA,459
rejoicing,20,describer,1,FALSE,NA,460
Prayer position.,17,describer,1,FALSE,NA,461
"Dancing, kicking.",17,describer,1,FALSE,NA,462
Arms wiiiiiide oppeeeen.,17,describer,1,FALSE,NA,463
Chillin' dude.,17,describer,1,FALSE,NA,464
dancing,18,describer,1,FALSE,NA,465
square one,18,describer,1,FALSE,NA,466
no hands out,18,describer,1,FALSE,NA,467
praying,18,describer,1,FALSE,NA,468
kick,19,describer,1,FALSE,NA,469
sit,19,describer,1,FALSE,NA,470
arms raised,19,describer,1,FALSE,NA,471
pray,19,describer,1,FALSE,NA,472
dance,18,describer,1,FALSE,NA,473
no hands out,18,describer,1,FALSE,NA,474
square one,18,describer,1,FALSE,NA,475
praying,18,describer,1,FALSE,NA,476
kick,19,describer,1,FALSE,NA,477
pray,19,describer,1,FALSE,NA,478
square,19,describer,1,FALSE,NA,479
sit,19,describer,1,FALSE,NA,480
I'm ready!,21,matcher,1,FALSE,NA,481
The square is in the upper right,22,describer,2,FALSE,NA,481
it kind of looks like a person holding his arms in the air with the square as the person's head,22,describer,1,FALSE,NA,482
it looks like a person holding his hand while wearing a baggy sleeve,22,describer,1,FALSE,NA,483
the head is a diamond?,21,matcher,2,FALSE,NA,483
yes,22,describer,3,FALSE,NA,483
the diamond is at the top and a triangle is on the lower right of the diamon,22,describer,1,FALSE,NA,484
Diamond head human holds his hand out to the left while standing up straight in a choir robe.,21,describer,1,FALSE,NA,485
it looks like a bird looking down and kicking leg forward with a square box on its back,21,describer,1,FALSE,NA,486
"it looks like a person throwing hands up while slipping, shown to the waist only, no legs",21,describer,1,FALSE,NA,487
It looks like a pointy nose mouse with one diamond and one triangular ear,21,describer,1,FALSE,NA,488
The person holding hand out wearing a robe with diamond for his head,22,describer,1,FALSE,NA,489
the bird looking down with the diamond on the back of his neck,22,describer,1,FALSE,NA,490
the person with his hands in the air and diamond for a head,22,describer,1,FALSE,NA,491
the mouse looking thing with a diamond ear and triangle ear,22,describer,1,FALSE,NA,492
hands in air diamond head person,21,describer,1,FALSE,NA,493
diamon head person in a robe holding out the hand,21,describer,1,FALSE,NA,494
downward looking bird with a diamond on its back,21,describer,1,FALSE,NA,495
triangle and diaond ear mouse,21,describer,1,FALSE,NA,496
It's a human reading a book.,23,describer,1,FALSE,NA,497
It's a person looking at their feet.,23,describer,1,FALSE,NA,498
Wondering what happened.,23,describer,1,FALSE,NA,499
Are they like kneeling?,24,matcher,2,FALSE,NA,499
Arms open,23,describer,3,FALSE,NA,499
Standing up.,23,describer,4,FALSE,NA,499
Person kneeling.,23,describer,1,FALSE,NA,500
Person reading a book,24,describer,1,FALSE,NA,501
Person kneeling with their arms up,24,describer,1,FALSE,NA,502
Person with a leg raised,24,describer,1,FALSE,NA,503
Slanted person with arms up,24,describer,1,FALSE,NA,504
"Person standing, looking at a book.",23,describer,1,FALSE,NA,505
Person standing on one leg.,23,describer,1,FALSE,NA,506
"Person kneeling, while looking at a book.",23,describer,1,FALSE,NA,507
Legs bent,23,describer,2,FALSE,NA,507
Person with arms out.,23,describer,1,FALSE,NA,508
The slanty one?,24,matcher,2,FALSE,NA,508
Slanted,23,describer,3,FALSE,NA,508
person kneeling with arms out,24,describer,1,FALSE,NA,509
Slanted person with arms out,24,describer,1,FALSE,NA,510
Person with one leg raised,24,describer,1,FALSE,NA,511
"Person with one arm lifted, looks like they're facing the side reading a book",24,describer,1,FALSE,NA,512
Hi :),24,matcher,1,FALSE,NA,513
downward looking bird,21,describer,2,FALSE,NA,513
choir robe extended hand diamond head person,21,describer,1,FALSE,NA,514
diamond head prson with hands in the air,21,describer,1,FALSE,NA,515
